Thresholds,P-values,Spearman Correlation
0.001,0.28598579564368276,0.40009056945661187
0.011090909090909092,0.3377471196691587,0.14457608403321556
0.021181818181818184,0.1949643977692597,0.162837221328217
0.03127272727272727,0.7708346720889419,-0.0330781498736342
0.041363636363636366,0.27442296970872676,-0.11778512762819261
0.05145454545454546,0.20026627909692743,-0.13187618390030412
0.06154545454545455,0.049077321517795584,-0.19348126589977283
0.07163636363636364,0.04470230740397993,-0.1944940474130006
0.08172727272727273,0.10501866587052815,-0.15261127247381806
0.09181818181818183,0.07123660297509758,-0.16667914749150275
0.10190909090909092,0.05121970108951081,-0.1784132219528892
0.112,0.045524495762574266,-0.18067170058278692
0.1220909090909091,0.020497220395991913,-0.20707810239790367
0.13218181818181818,0.008811358666094008,-0.23064684443843197
0.14227272727272727,0.006717081943347937,-0.23573433562718982
0.15236363636363637,0.002216911278058973,-0.26308768218428036
0.16245454545454546,0.002143589974513574,-0.25917756481166043
0.17254545454545456,0.002143589974513574,-0.25917756481166043
0.18263636363636365,0.008493775188158945,-0.2208583316438115
0.19272727272727275,0.013945170291712721,-0.20521250241961864
0.20281818181818184,0.00845543014558041,-0.21645930286136617
0.2129090909090909,0.005257969720994063,-0.22829958221672778
0.223,0.005257969720994063,-0.22829958221672778
0.2330909090909091,0.005769008370887056,-0.2251444913793211
0.2431818181818182,0.0035762933823801496,-0.23646521076481652
0.25327272727272726,0.0018475070183145265,-0.2513969601816084
0.26336363636363636,0.0018475070183145265,-0.2513969601816084
0.27345454545454545,0.003824492058236495,-0.2332755779649376
0.28354545454545454,0.008772249676191883,-0.21121572567669503
0.29363636363636364,0.006372675426660381,-0.21893579152966625
0.30372727272727273,0.006372675426660381,-0.21893579152966625
0.31381818181818183,0.005838451836889194,-0.22047811312303314
0.3239090909090909,0.008148052899296744,-0.2111436815202624
0.334,0.008148052899296744,-0.2111436815202624
0.3440909090909091,0.00657405378456221,-0.21605348462492455
0.3541818181818182,0.00657405378456221,-0.21605348462492455
0.3642727272727273,0.00657405378456221,-0.21605348462492455
0.3743636363636364,0.00657405378456221,-0.21605348462492455
0.3844545454545455,0.00657405378456221,-0.21605348462492455
0.3945454545454546,0.00657405378456221,-0.21605348462492455
0.4046363636363637,0.013408927181650057,-0.19635915850834249
0.4147272727272727,0.013408927181650057,-0.19635915850834249
0.4248181818181818,0.013408927181650057,-0.19635915850834249
0.4349090909090909,0.013408927181650057,-0.19635915850834249
0.445,0.013408927181650057,-0.19635915850834249
0.4550909090909091,0.013408927181650057,-0.19635915850834249
0.4651818181818182,0.013408927181650057,-0.19635915850834249
0.4752727272727273,0.013408927181650057,-0.19635915850834249
0.4853636363636364,0.01457418580300468,-0.19341901423434812
0.4954545454545455,0.023236490288514666,-0.1793702958631319
0.5055454545454545,0.023236490288514666,-0.1793702958631319
0.5156363636363637,0.031971152248120784,-0.16912981696994697
0.5257272727272727,0.031971152248120784,-0.16912981696994697
0.5358181818181819,0.031971152248120784,-0.16912981696994697
0.5459090909090909,0.031971152248120784,-0.16912981696994697
0.556,0.025709342457943554,-0.1752489800130559
0.5660909090909091,0.03417313292310761,-0.16602096498256957
0.5761818181818182,0.03417313292310761,-0.16602096498256957
0.5862727272727273,0.02551102334248879,-0.17440797475753145
0.5963636363636364,0.02551102334248879,-0.17440797475753145
0.6064545454545455,0.02551102334248879,-0.17440797475753145
0.6165454545454546,0.02551102334248879,-0.17440797475753145
0.6266363636363637,0.02551102334248879,-0.17440797475753145
0.6367272727272728,0.02551102334248879,-0.17440797475753145
0.6468181818181818,0.02551102334248879,-0.17440797475753145
0.6569090909090909,0.015119250205925848,-0.18886748618985744
0.667,0.015119250205925848,-0.18886748618985744
0.6770909090909091,0.015119250205925848,-0.18886748618985744
0.6871818181818182,0.015119250205925848,-0.18886748618985744
0.6972727272727273,0.015119250205925848,-0.18886748618985744
0.7073636363636364,0.015119250205925848,-0.18886748618985744
0.7174545454545455,0.015119250205925848,-0.18886748618985744
0.7275454545454546,0.015119250205925848,-0.18886748618985744
0.7376363636363636,0.015119250205925848,-0.18886748618985744
0.7477272727272728,0.015119250205925848,-0.18886748618985744
0.7578181818181818,0.015119250205925848,-0.18886748618985744
0.767909090909091,0.015119250205925848,-0.18886748618985744
0.778,0.015119250205925848,-0.18886748618985744
0.7880909090909092,0.015119250205925848,-0.18886748618985744
0.7981818181818182,0.015119250205925848,-0.18886748618985744
0.8082727272727274,0.015119250205925848,-0.18886748618985744
0.8183636363636364,0.015119250205925848,-0.18886748618985744
0.8284545454545454,0.015119250205925848,-0.18886748618985744
0.8385454545454546,0.015119250205925848,-0.18886748618985744
0.8486363636363636,0.015119250205925848,-0.18886748618985744
0.8587272727272728,0.015119250205925848,-0.18886748618985744
0.8688181818181818,0.015119250205925848,-0.18886748618985744
0.878909090909091,0.015119250205925848,-0.18886748618985744
0.889,0.015119250205925848,-0.18886748618985744
0.8990909090909092,0.015119250205925848,-0.18886748618985744
0.9091818181818182,0.015119250205925848,-0.18886748618985744
0.9192727272727274,0.015119250205925848,-0.18886748618985744
0.9293636363636364,0.015119250205925848,-0.18886748618985744
0.9394545454545455,0.015119250205925848,-0.18886748618985744
0.9495454545454546,0.015119250205925848,-0.18886748618985744
0.9596363636363637,0.015119250205925848,-0.18886748618985744
0.9697272727272728,0.015119250205925848,-0.18886748618985744
0.9798181818181818,0.015119250205925848,-0.18886748618985744
0.989909090909091,0.015119250205925848,-0.18886748618985744
1.0,0.015119250205925848,-0.18886748618985744
